Customer ID,Quantity,TotalPrice,Invoice,Country,Returned
12474,4764,7116.47,30,Germany,1
12475,535,723.38,1,Germany,0
12476,2337,6546.58,20,Germany,1
12477,3620,13117.01,9,Germany,1
12478,236,680.99,1,Greece,0
12479,351,477.3,3,Germany,1
12480,1707,3281.63,4,Germany,0
12481,3290,5590.86,11,Germany,1
12483,1097,2327.13,13,Sweden,1
12484,2185,4495.27,8,Spain,1
12488,529,1298.66,3,France,0
12489,105,334.93,1,France,0
12490,3064,5417.93,10,France,0
12491,260,460.4,1,France,0
12492,192,263.21,2,Germany,0
12493,206,416.79,3,France,1
12494,690,1139.35,13,France,1
12497,1236,1043.1,1,Germany,0
12498,159,403.7,3,Germany,0
12500,2671,4206.27,13,Germany,1
12501,1722,2089.68,2,Germany,1
12502,820,3723.87,5,Spain,0
12503,-1,-1126,1,Spain,1
12504,51,114,4,Germany,1
12505,-1,-4.5,1,Italy,1
12506,23,73.5,1,France,0
12507,894,1258.06,4,Spain,1
12508,272,398.27,2,France,0
12509,55,176.5,1,France,0
12510,353,982.57,2,Spain,0
12512,99,138.03,2,Israel,0
12513,456,586.79,2,France,1
12514,440,1017.68,1,Italy,0
12515,131,383.7,1,Italy,0
12516,875,1312.06,2,Germany,0
12517,1348,2464.89,6,Germany,1
12518,1318,2056.89,5,Germany,0
12519,183,340.84,1,Germany,0
12520,1430,2582.51,6,Germany,1
12521,309,599.68,1,Germany,0
12522,194,192.72,2,Germany,0
12523,861,1745.57,13,France,1
12524,3699,4485.72,8,Germany,0
12526,632,1316.66,3,Germany,0
12527,234,348.71,3,Germany,0
12528,750,1922.28,8,Germany,1
12530,900,1623.63,5,Germany,1
12531,45,125.22,1,Germany,0
12532,153,349.83,1,France,0
12534,651,1089.18,1,Germany,0
12535,219,716.35,2,France,0
12536,2652,4106.82,5,France,1
12538,191,363.95,1,Spain,0
12539,2066,3852.5,5,Spain,1
12540,6677,13309.04,19,Spain,1
12541,680,981.18,3,Spain,0
12544,132,355.7,2,Spain,1
12545,523,1000.39,2,Spain,0
12546,617,1141.5,3,Spain,1
12547,134,207.8,2,Spain,0
12548,49,95.2,1,Spain,0
12550,569,964.83,1,Spain,0
12551,100,168,1,Spain,0
12552,88,437.82,2,Italy,0
12553,1924,3652.25,14,France,1
12556,358,603.71,2,Spain,0
12557,4384,11990.96,5,Spain,0
12558,0,1.07E-14,2,USA,1
12559,281,536.21,3,Germany,1
12560,1078,2101.39,4,Germany,1
12561,177,238.85,1,Germany,0
12562,1779,3781.74,7,France,0
12564,133,456.9,1,France,0
12565,75,131.17,2,Saudi Arabia,1
12566,264,346.7,2,Germany,1
12567,4089,9114.94,11,France,1
12569,1793,4064.99,35,Germany,1
12571,523,519.61,2,France,0
12572,450,1004.72,3,Germany,1
12573,84,160.54,1,France,0
12574,61,218.45,1,France,0
12576,964,1306.98,6,Poland,1
12577,466,595.4,4,France,1
12578,1171,2753.36,4,Italy,1
12579,278,410.72,3,France,1
12580,238,415.7,1,Germany,0
12581,161,197.71,1,Germany,0
12582,300,511.36,2,Finland,0
12583,5009,7187.34,18,France,1
12584,354,1893.95,18,Italy,1
12585,1258,1982.81,4,Germany,1
12586,77,179.94,2,Italy,1
12587,51,144,1,Finland,0
12588,53,214.9,1,Finland,0
12589,306,646.68,2,France,0
12590,4279,9861.38,3,Germany,1
12591,228,452.85,1,Italy,0
12592,290,437.6,2,Germany,0
12593,206,418.1,3,France,0
12594,1776,3320.22,11,Italy,1
12596,474,618.27,2,Spain,0
12597,2187,3683.13,5,Spain,1
12598,1940,3002.68,9,France,1
12599,956,1032.58,7,France,0
12600,773,2581.04,11,Germany,1
12601,244,569.56,6,Germany,1
12602,162,153.12,1,France,0
12603,64,739.2,1,Germany,0
12604,201,254.18,2,France,0
12605,-4,-7.5,1,Germany,1
12607,0,3.55E-15,2,USA,1
12609,648,1126.85,3,Germany,0
12610,1028,2057.99,7,Italy,1
12611,846,1193.32,1,Italy,0
12612,251,643.59,2,Germany,1
12613,1596,3218.98,6,Germany,1
12614,76,315.6,1,Germany,0
12615,1376,2291.19,4,France,0
12616,273,657.25,5,France,1
12617,213,355.53,1,France,0
12618,96,177.31,1,Italy,0
12619,3354,3214.81,13,Germany,1
12620,1181,1339.41,3,France,0
12621,7404,13612.07,23,Germany,1
12622,69,180.1,1,Germany,0
12623,191,305.1,1,Germany,0
12624,355,641.13,2,France,0
12625,1577,2614.32,3,Germany,1
12626,3350,6388.35,13,Germany,1
12627,2752,4478.53,7,Germany,0
12628,445,769.61,4,Germany,1
12630,548,1270.88,2,Finland,0
12631,236,640.5,1,Finland,0
12633,1149,2140.63,5,Germany,1
12635,1172,1689.18,2,Germany,0
12637,2990,5953.25,10,France,1
12638,577,671.69,1,Sweden,0
12639,201,486.1,1,Sweden,0
12640,311,1174.58,3,France,0
12641,72,185.9,1,Sweden,0
12642,552,1013.26,3,Germany,0
12643,1808,3344.64,6,France,0
12644,325,477.91,1,Germany,0
12645,1072,1755.38,5,Germany,1
12646,897,1346.97,2,USA,0
12647,1420,3669.92,13,Germany,1
12648,160,318.05,1,Germany,0
12649,574,603.71,4,Germany,1
12650,254,314.44,1,France,0
12651,78,114,1,France,0
12652,502,914.53,2,France,1
12653,919,2209.85,2,Israel,0
12654,264,601.98,5,Germany,0
12656,1708,3982.72,8,France,1
12657,654,1152.06,5,France,1
12658,320,686.05,1,Germany,0
12659,105,91.68,1,France,0
12660,127,245.1,1,France,0
12662,2040,3817.08,12,Germany,1
12664,1202,4863.88,10,Finland,1
12665,36,61.75,2,Germany,1
12666,-56,-227.44,1,Israel,1
12667,395,620.13,1,Finland,0
12668,1595,3743.18,6,Germany,1
12669,1114,1607.73,4,France,1
12670,1391,2986.15,6,France,1
12672,78,225.9,1,France,0
12673,351,610.52,2,Germany,0
12674,1102,1919.31,7,France,1
12676,670,1331.39,6,Sweden,0
12678,10899,17588.26,13,France,1
12679,530,1058.67,9,France,1
12680,444,880.81,4,France,0
12681,7518,13677.59,27,France,1
12682,5575,12288.22,31,France,0
12683,4903,8221.09,20,France,1
12684,1985,2283.63,7,France,0
12685,1523,2863.08,6,France,0
12686,107,89.14,1,France,0
12688,3028,4873.81,1,Israel,0
12689,628,1247.61,2,France,0
12690,106,389.01,1,France,0
12691,394,1035.8,6,France,0
12693,250,830.96,6,Germany,1
12694,509,869.67,2,France,0
12695,220,582.1,4,France,0
12697,499,939.02,5,Sweden,1
12700,2963,4867.99,6,France,1
12701,678,797.71,2,Germany,0
12702,53,219,1,Germany,0
12703,161,274.7,2,Germany,1
12704,1003,2220.84,10,Finland,1
12705,3973,6814.24,14,Germany,1
12707,256,603.42,1,France,0
12708,1270,2616.32,16,Germany,1
12709,3832,9294.1,26,Germany,1
12710,849,1130.57,4,Germany,1
12712,1044,4241.63,17,Germany,1
12713,508,848.55,1,Germany,0
12714,3069,4708.86,5,France,0
12715,197,353.86,1,Sweden,0
12716,708,1053.49,2,France,0
12717,505,980.98,3,Greece,1
12718,203,238.25,1,France,0
12719,361,608.1,3,France,1
12720,4654,5713.28,29,Germany,1
12721,1954,2628.98,7,France,1
12722,560,904.33,6,France,1
12723,434,725.07,5,France,0
12724,445,1031.41,4,France,0
12725,164,427.8,1,Italy,0
12726,3143,2609.1,7,France,0
12727,2085,3947.7,9,France,1
12728,419,836.33,4,France,0
12729,233,453.01,1,France,0
12731,8366,18793.41,14,France,1
12732,111,236.26,1,France,0
12733,137,383.95,1,USA,0
12734,88,110.4,1,France,0
12735,368,779.57,2,France,0
12736,173,234,1,France,0
12738,148,155.35,1,Germany,0
12739,486,1013.04,2,United Arab Emirates,0
12740,342,427.6,1,France,0
12743,319,546.43,2,Unspecified,0
12744,5234,9120.39,10,Singapore,1
12747,1275,4196.01,11,United Kingdom,0
12748,24210,29072.1,224,United Kingdom,1
12749,1422,3868.2,8,United Kingdom,1
12750,137,275.88,1,Poland,0
12752,2262,4366.78,1,Norway,0
12753,11250,21024.01,11,Japan,1
12754,6479,2949.12,5,Japan,1
12755,866,2203.2,4,Japan,1
12756,144,112.08,1,Japan,0
12757,2385,4227.7,19,Portugal,1
12758,2135,2791.59,2,Portugal,0
12759,902,1531.44,3,Netherlands,0
12762,1227,1898.52,2,Portugal,0
12763,316,494.08,2,Japan,0
12764,386,1693.88,1,Lebanon,0
12766,3646,6989.63,7,Portugal,0
12769,356,1143.6,1,Brazil,0
12770,743,1351.45,1,Japan,0
12772,556,892.47,1,Portugal,0
12775,853,1351.24,6,Netherlands,1
12778,824,804.23,7,Netherlands,1
12779,1996,3868.7,12,Poland,1
12781,592,707.72,5,Czech Republic,1
12782,1070,2273.32,6,Portugal,1
12783,622,1603.87,8,Portugal,1
12784,300,574.42,2,Portugal,0
12785,128,305.71,2,Portugal,1
12787,261,463.66,3,Netherlands,0
12789,4,91.85,1,Netherlands,0
12790,166,324.92,1,Netherlands,0
12791,97,192.6,1,Netherlands,0
12792,217,400.54,1,Portugal,0
12793,295,545.48,2,Portugal,0
12794,592,860.41,2,Portugal,0
12795,68,430.48,1,Portugal,0
12797,79,194.18,3,Portugal,1
12798,5256,6977.04,3,Japan,0
12802,302,412.58,2,Netherlands,1
12808,188,483.65,3,Portugal,0
12809,219,484.36,2,Portugal,1
12811,230,514.85,3,Portugal,0
12812,164,229.64,1,Japan,0
12814,49,125.92,1,Poland,0
12815,379,1063.46,2,Poland,0
12816,128,572.2,2,Poland,0
12817,53,166.04,1,Austria,0
12818,923,1517.88,2,Austria,1
12820,722,942.34,4,United Kingdom,0
12821,70,92.72,1,United Kingdom,0
12822,548,918.98,3,United Kingdom,1
12823,230,1759.5,5,United Kingdom,0
12824,232,397.12,1,United Kingdom,0
12826,1054,1468.12,8,United Kingdom,1
12827,197,430.15,3,United Kingdom,0
12828,494,1018.71,6,United Kingdom,0
12829,375,253.05,3,United Kingdom,1
12830,9847,6748.4,7,United Kingdom,1
12831,135,215.05,1,United Kingdom,0
12832,195,383.03,2,United Kingdom,0
12833,156,417.38,1,United Kingdom,0
12834,110,312.38,1,United Kingdom,0
12836,1064,2612.86,4,United Kingdom,0
12837,24,134.1,1,United Kingdom,0
12838,359,683.13,2,United Kingdom,0
12839,3804,5583.62,16,United Kingdom,1
12840,1505,2714.27,6,United Kingdom,1
12841,2683,3876.4,26,United Kingdom,1
12842,547,1118.99,2,United Kingdom,0
12843,753,1680.76,9,United Kingdom,1
12844,125,325.96,2,United Kingdom,0
12845,204,354.09,4,United Kingdom,0
12847,909,871.54,1,United Kingdom,0
12849,623,1050.89,2,United Kingdom,0
12851,109,135.18,1,United Kingdom,0
12852,145,299.75,2,United Kingdom,1
12853,782,1881.7,9,United Kingdom,1
12854,622,1289.15,5,United Kingdom,1
12855,30,38.1,1,United Kingdom,0
12856,1076,2162.68,8,United Kingdom,1
12857,343,1106.4,2,United Kingdom,0
12863,186,504.2,2,United Kingdom,1
12864,216,147.12,1,United Kingdom,0
12865,877,1548.07,3,Austria,1
12866,171,559.12,1,Belgium,0
12867,4274,3986.22,10,United Kingdom,1
12868,928,1607.06,6,United Kingdom,0
12870,-2,-14.9,1,United Kingdom,1
12871,200,380.64,2,United Kingdom,0
12872,319,599.97,2,United Kingdom,0
12873,128,374,1,United Kingdom,0
12875,2019,343.23,2,United Kingdom,0
12876,1941,2218.02,2,Belgium,0
12877,1178,1535.77,12,United Kingdom,0
12878,536,841.64,3,United Kingdom,1
12879,363,552.57,4,United Kingdom,1
12881,21,298,1,United Kingdom,0
12882,246,1463.04,2,United Kingdom,0
12883,196,703.47,4,United Kingdom,0
12884,43,309.05,1,United Kingdom,0
12885,654,1158.27,4,United Kingdom,1
12886,761,1351.09,3,United Kingdom,1
12888,68,313.77,4,United Kingdom,1
12890,259,380.47,1,United Kingdom,0
12891,950,331,3,United Kingdom,0
12893,96,188.14,1,United Kingdom,0
12895,204,347.3,3,United Kingdom,1
12897,110,216.5,2,United Kingdom,0
12901,20915,16293.1,36,United Kingdom,1
12902,66,138.68,1,United Kingdom,0
12904,302,509.58,2,United Kingdom,0
12906,1749,2919.81,5,United Kingdom,0
12908,0,246,4,United Kingdom,1
12909,1270,2128.83,8,United Kingdom,1
12910,1692,3075.04,8,United Kingdom,0
12912,670,1662.3,5,United Kingdom,0
12913,1419,2483.63,5,United Kingdom,0
12915,93,363.65,2,United Kingdom,0
12916,1111,2982.35,5,United Kingdom,1
12917,120,594,1,United Kingdom,0
12919,668,1301.44,8,United Kingdom,1
12920,129,164.23,1,United Kingdom,0
12921,9454,16389.74,50,United Kingdom,1
12922,370,405.38,1,United Kingdom,0
12923,69,176.97,1,United Kingdom,0
12924,480,929.95,5,United Kingdom,1
12925,541,694.05,2,United Kingdom,0
12928,1472,2062.7,5,United Kingdom,0
12929,36,105.1,2,United Kingdom,1
12930,250,409.9,4,United Kingdom,1
12931,23377,33462.81,20,United Kingdom,1
12933,498,606.28,4,United Kingdom,1
12935,1852,2156.45,8,United Kingdom,1
12936,539,1012.9,5,United Kingdom,1
12937,1007,1504.27,4,United Kingdom,0
12938,140,114.14,1,United Kingdom,0
12939,4876,11581.8,8,United Kingdom,0
12940,406,876.29,4,United Kingdom,1
12942,203,683.9,3,United Kingdom,0
12943,-1,-3.75,1,United Kingdom,1
12944,289,604.51,2,United Kingdom,0
12945,165,462.95,1,United Kingdom,0
12947,1157,1407.29,11,United Kingdom,1
12948,1077,2053.7,8,United Kingdom,1
12949,2363,4143.02,10,United Kingdom,1
12950,1380,1843,3,United Kingdom,0
12951,500,1042.07,8,United Kingdom,1
12952,652,1382.84,5,United Kingdom,1
12953,84,329.85,1,United Kingdom,0
12955,3642,4734.26,14,United Kingdom,1
12956,34,108.07,1,United Kingdom,0
12957,2531,3979.04,12,United Kingdom,1
12962,129,266.39,2,United Kingdom,0
12963,873,1841.03,9,United Kingdom,1
12965,283,771.91,1,United Kingdom,0
12966,75,160.18,1,United Kingdom,0
12967,243,1194.75,4,United Kingdom,1
12968,73,135.95,1,United Kingdom,0
12970,310,452.24,4,United Kingdom,0
12971,9203,10930.26,89,United Kingdom,1
12974,24,144.8,1,United Kingdom,0
12976,561,738.6,1,United Kingdom,0
12977,12,39.24,1,United Kingdom,0
12980,864,7092.06,12,United Kingdom,1
12981,242,372.22,2,United Kingdom,0
12982,278,377.2,2,United Kingdom,1
12984,26,97.5,1,United Kingdom,0
12985,1413,1215.62,3,United Kingdom,1
12987,217,545,3,United Kingdom,1
12988,136,535.32,1,United Kingdom,0
12989,2915,6854.51,19,United Kingdom,1
12990,200,409.5,3,United Kingdom,0
12991,405,503.76,2,United Kingdom,0
12993,240,414.76,4,United Kingdom,0
12994,440,902.22,5,United Kingdom,1
12995,98,200.72,2,United Kingdom,1
12997,648,1197.94,7,United Kingdom,1
12999,342,455.88,3,United Kingdom,0
13000,379,534.85,3,United Kingdom,0
13001,5497,9797.92,15,United Kingdom,1
13002,73,120.95,1,United Kingdom,0
13003,103,149.05,3,United Kingdom,0
13004,4796,5613.43,22,United Kingdom,1
13005,167,468.95,3,United Kingdom,1
13006,55,81.57,1,United Kingdom,0
13008,115,178.47,2,United Kingdom,1
13011,13,50.55,1,United Kingdom,0
13012,671,1311.62,11,United Kingdom,1
13013,2217,4786.99,15,United Kingdom,1
13014,886,3365.43,16,United Kingdom,1
13015,1617,3346.28,5,United Kingdom,0
13016,527,789.89,3,United Kingdom,0
13017,48,204,1,United Kingdom,0
13018,5434,7272.75,29,United Kingdom,1
13021,1336,2584.4,12,United Kingdom,1
13023,286,689.9,2,United Kingdom,0
13026,1586,936.15,8,United Kingdom,1
13027,17280,6912,6,United Kingdom,0
13028,796,659.68,3,United Kingdom,1
13029,134,1247.5,3,United Kingdom,0
13030,394,799.48,2,United Kingdom,0
13032,367,996.52,3,United Kingdom,1
13033,83,190.55,1,United Kingdom,0
13034,369,642.77,2,United Kingdom,0
13035,627,886.63,3,United Kingdom,1
13037,431,881.07,3,United Kingdom,0
13038,360,908.46,3,United Kingdom,0
13040,355,676.99,2,United Kingdom,0
13043,251,471.57,2,United Kingdom,1
13044,429,560.47,1,United Kingdom,0
13045,221,305.28,1,United Kingdom,0
13046,264,629.31,2,United Kingdom,0
13047,1355,3079.1,18,United Kingdom,1
13048,1230,1805.91,5,United Kingdom,1
13049,268,656.68,2,United Kingdom,0
13050,3707,5684.61,28,United Kingdom,1
13052,222,348.15,1,United Kingdom,0
13055,891,1201.96,4,United Kingdom,1
13058,52,271.4,3,United Kingdom,0
13059,35,183.4,1,United Kingdom,0
13060,123,307.53,1,United Kingdom,0
13061,107,248.61,1,United Kingdom,0
13062,343,346.98,1,United Kingdom,0
13064,516,1119.49,4,United Kingdom,0
13065,74,205.86,1,United Kingdom,0
13066,320,430.9,3,United Kingdom,1
13067,32,115.46,1,United Kingdom,0
13068,200,344,2,United Kingdom,0
13069,5466,3717.82,27,United Kingdom,1
13070,110,228.8,1,United Kingdom,0
13072,69,177.15,1,United Kingdom,0
13075,485,919.61,1,United Kingdom,0
13077,863,729.27,4,United Kingdom,0
13078,5557,12432.28,43,United Kingdom,1
13079,62,220.1,5,United Kingdom,0
13080,120,58.08,1,United Kingdom,0
13081,19021,27964.48,21,United Kingdom,1
13082,4313,3595.48,10,United Kingdom,1
13083,187,303.75,2,United Kingdom,0
13085,108,272.38,3,United Kingdom,1
13089,30787,57385.88,118,United Kingdom,1
13090,2194,8689.39,18,United Kingdom,1
13091,450,319.82,2,United Kingdom,1
13092,271,459.83,6,United Kingdom,1
13093,3943,7741.47,13,United Kingdom,1
13094,1542,1708.86,16,United Kingdom,1
13095,144,74.4,1,United Kingdom,0
13097,2341,5893.32,14,United Kingdom,1
13098,15911,28658.88,41,United Kingdom,1
13099,288,207.36,1,United Kingdom,0
13101,113,101.19,1,United Kingdom,0
13102,4160,6336.29,27,United Kingdom,1
13103,82,243.94,1,United Kingdom,0
13104,504,1098.48,6,United Kingdom,0
13106,14,59.5,2,United Kingdom,1
13107,1288,1524.07,5,United Kingdom,1
13108,298,350.06,1,United Kingdom,0
13109,514,766.84,5,United Kingdom,1
13110,384,1452.87,8,United Kingdom,1
13113,2594,10510,40,United Kingdom,1
13115,1534,2205.63,14,United Kingdom,1
13116,290,485.19,2,United Kingdom,1
13117,945,984.91,8,United Kingdom,0
13118,389,1125,7,United Kingdom,1
13120,12,30.6,1,United Kingdom,0
13121,227,254.73,2,United Kingdom,1
13122,585,922.39,2,United Kingdom,0
13124,2147,3866.33,3,United Kingdom,0
13126,2130,2056.29,10,United Kingdom,1
13127,127,259.17,1,United Kingdom,0
13130,32,64,1,United Kingdom,0
13131,443,1039.3,4,United Kingdom,1
13132,20,77.3,1,United Kingdom,0
13133,32,109.8,2,United Kingdom,0
13134,1044,1740.63,7,United Kingdom,1
13135,4300,3096,1,United Kingdom,0
13136,1312,2545.38,11,United Kingdom,1
13137,2225,3605.08,9,United Kingdom,1
13138,473,962.39,6,United Kingdom,0
13139,2418,5055.79,8,United Kingdom,1
13140,186,423.72,3,United Kingdom,0
13141,1547,2385.8,6,United Kingdom,1
13142,258,307.09,1,United Kingdom,0
13144,21,110.95,1,United Kingdom,0
13145,142,614.77,5,United Kingdom,1
13146,154,228.91,1,United Kingdom,0
13147,144,712.8,4,United Kingdom,0
13148,1828,3348.48,17,United Kingdom,1
13149,1280,1676.06,4,United Kingdom,0
13151,361,1250.37,2,United Kingdom,1
13153,418,486.22,1,United Kingdom,0
13154,-1,-611.86,1,United Kingdom,1
13155,497,971.76,4,United Kingdom,0
13157,1430,1721.57,5,United Kingdom,1
13158,784,1201.06,4,United Kingdom,0
13159,1045,1379.75,5,United Kingdom,1
13160,56,91.8,1,United Kingdom,0
13161,29,112.75,1,United Kingdom,0
13162,1663,1644.99,5,United Kingdom,1
13165,1376,1021.48,2,United Kingdom,0
13166,214,414.7,2,United Kingdom,1
13167,785,791.33,4,United Kingdom,0
13168,680,1310.14,5,United Kingdom,1
13169,272,712.88,2,United Kingdom,0
13170,147,116.01,1,United Kingdom,0
13171,227,426.81,5,United Kingdom,1
13173,277,353.65,2,United Kingdom,0
13174,1395,2817.03,3,United Kingdom,0
13176,453,492.84,1,United Kingdom,0
13177,91,282.45,1,United Kingdom,0
13178,3570,5725.47,11,United Kingdom,0
13182,201,121.18,1,United Kingdom,0
13183,2208,3957.78,9,United Kingdom,0
13184,1662,1648.79,12,United Kingdom,1
13185,12,71.4,1,United Kingdom,0
13186,804,1539.69,5,United Kingdom,1
13187,95,236.02,1,United Kingdom,0
13188,25,114.6,1,United Kingdom,0
13189,842,260.68,2,United Kingdom,0
13192,595,911.94,2,United Kingdom,0
13193,50,117.88,1,United Kingdom,0
13194,26,60.7,1,United Kingdom,0
13196,1224,1797.78,4,United Kingdom,0
13198,2645,3384.09,8,United Kingdom,1
13199,6172,9803.96,39,United Kingdom,1
13200,516,870.09,4,United Kingdom,0
13203,800,869.46,4,United Kingdom,0
13207,130,250.26,2,United Kingdom,0
13208,786,1205.9,7,United Kingdom,1
13209,4232,5820.16,11,United Kingdom,1
13210,316,353.48,1,United Kingdom,0
13211,874,1197.42,3,United Kingdom,0
13212,309,780.58,4,United Kingdom,1
13213,1357,1518.43,6,United Kingdom,1
13216,297,333.74,1,United Kingdom,0
13217,114,133.62,5,United Kingdom,1
13218,88,62.64,1,United Kingdom,0
13220,196,819.29,4,United Kingdom,0
13221,244,847.41,2,United Kingdom,0
13223,88,163.2,2,United Kingdom,0
13224,1512,2150.85,3,United Kingdom,1
13225,3352,6083.04,8,United Kingdom,1
13226,80,108.21,1,United Kingdom,0
13227,99,257.7,1,United Kingdom,0
13228,200,358,1,United Kingdom,0
13229,63,160.95,1,United Kingdom,0
13230,1544,2763.41,15,United Kingdom,1
13232,778,1357.6,7,United Kingdom,0
13233,1004,605.12,2,United Kingdom,0
13235,440,101.17,2,United Kingdom,1
13236,411,727.27,3,United Kingdom,1
13238,296,680.83,5,United Kingdom,1
13239,363,329.56,1,United Kingdom,0
13240,298,663.65,4,United Kingdom,0
13242,130,270.4,3,United Kingdom,0
13243,233,600.07,1,United Kingdom,0
13244,38,121.74,1,United Kingdom,0
13245,125,430.5,1,United Kingdom,0
13246,1552,1922.1,7,United Kingdom,1
13247,328,501.12,4,United Kingdom,0
13248,305,465.68,2,United Kingdom,0
13249,546,711.41,3,United Kingdom,0
13253,1572,1030.4,2,United Kingdom,0
13255,174,390.66,3,United Kingdom,1
13256,12540,0,1,United Kingdom,0
13258,287,698.58,3,United Kingdom,0
13259,132,292.32,1,United Kingdom,0
13260,142,557.62,1,United Kingdom,0
13261,210,944.1,2,United Kingdom,0
13262,125,200.29,1,United Kingdom,0
13263,4780,7454.07,35,United Kingdom,0
13265,1752,2107.66,5,United Kingdom,0
13266,4299,3717.67,19,United Kingdom,1
13267,1939,4404.44,27,United Kingdom,1
13268,3635,3167.64,15,United Kingdom,1
13269,3509,5315.92,17,United Kingdom,1
13270,200,590,1,United Kingdom,0
13271,181,178.26,2,United Kingdom,1
13272,96,276.56,2,United Kingdom,0
13273,153,138.98,1,United Kingdom,0
13276,161,590.93,2,United Kingdom,0
13277,176,258.4,4,United Kingdom,0
13278,537,542.73,1,United Kingdom,0
13279,70,126.3,2,United Kingdom,1
13280,522,814.86,3,United Kingdom,0
13282,289,1047.84,6,United Kingdom,1
13283,90,93.66,2,United Kingdom,0
13284,79,196.15,2,United Kingdom,1
13285,2051,2709.12,4,United Kingdom,0
13291,233,361.11,1,United Kingdom,0
13292,347,578.94,2,United Kingdom,0
13294,453,873.74,2,United Kingdom,0
13295,81,197.95,2,United Kingdom,1
13296,78,87.4,1,United Kingdom,0
13297,963,2089.85,4,United Kingdom,0
13298,96,360,1,United Kingdom,0
13299,30,142.5,1,United Kingdom,0
13300,201,365.29,2,United Kingdom,1
13301,345,618.09,4,United Kingdom,0
13302,5,63.75,1,United Kingdom,0
13304,238,300.42,1,United Kingdom,0
